2025-10-23 20:31:01.451 [Info] [Lifecycle] Mod enabled | action=validate_dependencies
2025-10-23 20:31:01.453 [Info] [Configuration] Logging initialized | debug=ENABLED path=C:\Users\phili\AppData\Local\Colossal Order\Cities_Skylines\CSM.TmpeSync\csm.tmpe-sync.log
2025-10-23 20:31:01.454 [Debug] [Dependency] Dependency status | csmEnabled=True harmonyAvailable=True
2025-10-23 20:31:01.456 [Info] [Network] Registering TM:PE synchronization connection with CSM.
2025-10-23 20:31:01.458 [Info] [Network] CSM already manages TM:PE synchronization | action=skip_manual_registration
2025-10-23 20:31:01.458 [Info] [Diagnostics] Diagnostics snapshot | context=OnEnabled
2025-10-23 20:31:01.460 [Info] [Diagnostics] Command.CurrentRole | value=None
2025-10-23 20:31:01.462 [Info] [Diagnostics] Command.SendToAll delegate | value=CSM.Commands.CommandInternal.SendToAll
2025-10-23 20:31:01.462 [Info] [Diagnostics] Command.SendToServer delegate | value=CSM.Commands.CommandInternal.SendToServer
2025-10-23 20:31:01.464 [Info] [Diagnostics] Command.SendToClients delegate | value=CSM.Commands.CommandInternal.SendToClients
2025-10-23 20:31:01.464 [Info] [Diagnostics] Command.SendToClient delegate | value=CSM.Commands.CommandInternal.SendToClientById
2025-10-23 20:31:01.464 [Info] [Diagnostics] Command.RegisterConnection hook | value=CSM.Commands.CommandInternal.RegisterExternalConnection
2025-10-23 20:31:01.466 [Info] [Diagnostics] Command.UnregisterConnection hook | value=CSM.Commands.CommandInternal.UnregisterExternalConnection
2025-10-23 20:31:01.466 [Info] [Diagnostics] Registered connections | count=2 items=Cities: Skylines, TM:PE Extended Sync
2025-10-23 20:31:01.523 [Info] [Bridge] TM:PE API detected | features=Speed Limits, Lane Arrows, Lane Connector, Vehicle Restrictions, Junction Restrictions, Priority Signs, Parking Restrictions, Timed Traffic Lights
2025-10-23 20:31:01.525 [Info] [Synchronization] TM:PE bridge ready on client | action=notify_server
2025-10-23 20:31:01.525 [Debug] [Network] Dispatch command | direction=server type=TmpeFeatureReady
2025-10-23 20:31:01.565 [Debug] [Network] Dispatch complete | direction=server type=TmpeFeatureReady
2025-10-23 20:31:01.569 [Info] [Bridge] TM:PE feature support | supported=junctionRestrictions, laneArrows, laneConnector, parkingRestrictions, prioritySigns, speedLimits, timedTrafficLights, vehicleRestrictions unsupported=<none>
2025-10-23 20:33:06.160 [Info] [Diagnostics] TM:PE notifier bridge enabled | segment=True node=True laneArrows=True laneConnAdd=True laneConnRemove=True laneConnClear=True laneConnNode=True
2025-10-23 20:33:06.199 [Info] [General] CSM multiplayer role changed: None -> Client (raw='Client')
2025-10-23 20:33:12.376 [Debug] [Hook] TM:PE priority sign query | nodeId=26916 segmentId=15223 signType=None
2025-10-23 20:33:12.377 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.379 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.380 [Debug] [Hook] TM:PE priority sign query | nodeId=26916 segmentId=32702 signType=None
2025-10-23 20:33:12.381 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.381 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.384 [Debug] [Hook] TM:PE junction restriction query | nodeId=30720 state=UTurns=True, LaneChange=False, Blocked=True, Pedestrians=True, NearTurnOnRed=False, FarTurnOnRed=False
2025-10-23 20:33:12.385 [Debug] [Network] Dispatch command | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.390 [Debug] [Network] Dispatch complete | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.392 [Debug] [Hook] TM:PE junction restriction query | nodeId=26916 state=UTurns=False, LaneChange=False, Blocked=False, Pedestrians=False, NearTurnOnRed=False, FarTurnOnRed=False
2025-10-23 20:33:12.393 [Debug] [Network] Dispatch command | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.394 [Debug] [Network] Dispatch complete | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.396 [Debug] [Hook] TM:PE priority sign query | nodeId=9845 segmentId=24388 signType=None
2025-10-23 20:33:12.397 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.397 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.398 [Debug] [Hook] TM:PE priority sign query | nodeId=9845 segmentId=27634 signType=None
2025-10-23 20:33:12.399 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.400 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.401 [Debug] [Hook] TM:PE junction restriction query | nodeId=30720 state=UTurns=True, LaneChange=False, Blocked=True, Pedestrians=True, NearTurnOnRed=False, FarTurnOnRed=False
2025-10-23 20:33:12.401 [Debug] [Network] Dispatch command | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.402 [Debug] [Network] Dispatch complete | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.403 [Debug] [Hook] TM:PE junction restriction query | nodeId=9845 state=UTurns=True, LaneChange=False, Blocked=True, Pedestrians=True, NearTurnOnRed=False, FarTurnOnRed=False
2025-10-23 20:33:12.403 [Debug] [Network] Dispatch command | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.404 [Debug] [Network] Dispatch complete | direction=server type=JunctionRestrictionsApplied
2025-10-23 20:33:12.405 [Debug] [Hook] TM:PE priority sign query | nodeId=26916 segmentId=15223 signType=None
2025-10-23 20:33:12.406 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.407 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.407 [Debug] [Hook] TM:PE priority sign query | nodeId=26916 segmentId=32702 signType=None
2025-10-23 20:33:12.407 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.409 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.410 [Debug] [Hook] TM:PE priority sign query | nodeId=5430 segmentId=32702 signType=None
2025-10-23 20:33:12.411 [Debug] [Network] Dispatch command | direction=server type=PrioritySignApplied
2025-10-23 20:33:12.411 [Debug] [Network] Dispatch complete | direction=server type=PrioritySignApplied
